SMILES,CHEMBL_ID,IC50(nM)
Cl.OC(COc1ccccc1C(=O)CCc2ccccc2)CN3CCN(CC3)C(c4ccccc4)c5ccccc5,1915083,2600
Cl.OC(COc1ccc(F)cc1C(=O)CCc2ccccc2)CN3CCN(CC3)C(c4ccccc4)c5ccccc5,1915364,4840
CC(=O)NC[C@@H]1OC(=O)N2[C@H]1COc3cc(ccc23)c4ccc(nc4)C#N,1915619,2780
OC(=O)CCC(=O)N1CCc2cc(ccc12)c3noc(n3)c4cc(OC(F)(F)F)cc(c4)C#N,1916399,>100000
COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,1916532,3000
COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2n1,1916533,4000
COc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,1916534,13000
O=C1COc2ccccc2N1CCN3CCC(CC3)NCc4cc5OCCOc5cn4,1916535,20000
COc1ccc2SCC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,1916536,6000
COc1ccc2CCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1916537,29000
COc1ccc2COC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1916538,42000
COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,1916539,34000
COc1ccc2C(=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1)C,1916540,23000
COc1ccc2C(=NC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1)C,1916541,>33000
COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,1916542,19000
COc1ncc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,1916544,81000
COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,1916545,40000
COc1cc2N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)C(=O)C=Cc2cn1,1916546,>33000
COc1ccc2N=NC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1916547,>33000
OC(=O)CCC(=O)N1CCc2cc(ccc12)c3noc(n3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F,1916559,>100000
CCN(Cc1cc(ccc1c2cc(CC(=O)O)ccc2OC)C(F)(F)F)C(=O)OCc3ccccc3,1916700,>30000
CC(C)(C)c1cc(C(=O)Nc2nc(CN)cs2)n(Cc3ccccc3)n1,1917511,3700
C[C@@H]1[C@H]2CN(CCCC3CCOCC3)CC[C@@H]2Cc4[nH]c5ccc(cc5c14)C(F)(F)F,1922270,30
CCCCC[C@@H](Cc1ccc(cc1)C(=O)NCCC(=O)O)C(=O)c2cc3cc(Cl)ccc3n2c4cccc(c4)C(F)(F)F,1922933,3700
FC(F)(F)c1cc(ccc1Cl)S(=O)(=O)Nc2cc(Cl)cnc2Oc3ccc(cc3)C(=O)NCCN4CCCCC4,1924014,5011.87
COc1cc(ccc1Oc2ccc(Cl)cc2NS(=O)(=O)c3ccc(Cl)c(c3)C(F)(F)F)C(=O)NCCN4CCCC4,1924024,25118.86
COc1ccc2nccc(NC(=O)[C@@H]3CC[C@H](CC3)NCc4ccc5OCCOc5c4)c2c1,1926762,25000
COc1ccc2nccc(NC(=O)[C@@]3(O)CC[C@@H](CC3)NCc4cc5OCCOc5cn4)c2n1,1926763,24000
COc1ccc2nccc(NC(=O)[C@@]3(O)CC[C@@H](CC3)NCc4ccc5OCCOc5c4)c2n1,1926765,25000
COc1ccc2nccc(NC(=O)[C@@]3(O)CC[C@@H](CC3)NCc4cnc5OCCOc5c4)c2n1,1926766,52000
COc1ccc2nccc(NC(=O)[C@@H]3CC[C@H](CC3)NCc4cc5OCCOc5cn4)c2n1,1926864,29000
Cc1ccc2cccc(NC(=O)[C@@]3(O)CC[C@@H](CC3)NCc4cc5OCCOc5cn4)c2n1,1926867,2000
COc1ccc(cc1)N(Cc2cnccc2C)C3CCN(CC3)[C@H](C)CCNC(=O)c4c(C)cc(Cl)nc4C,1926893,250
COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,1927161,4000
COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,1927162,5000
COc1ccc2ncc(Cl)c(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,1927163,2000
COc1ccc2ncc(C#N)c(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,1927164,7900
COc1ccc2ncc(F)c([C@@H](O)CN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,1927165,5000
COc1ccc2ncc(F)c([C@H](O)CN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,1927166,63100
COc1ccc2ncc(F)c(CCN3CC[C@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2n1,1927167,3000
COc1ccc2ncc(F)c(CCN3CC[C@@H](NCc4cc5OCCOc5cn4)[C@@H](O)C3)c2n1,1927168,4900
COc1ccc2ncc(F)c(CCN3CC[C@@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2n1,1927170,29500
C[C@H](CN(C)C)Oc1nc(Nc2cc3cccc(Cl)c3cn2)cnc1C#N,1928705,5000
COc1ccc2cc(ccc2c1)c3cc(nn3[C@@H](C)c4ccc(cc4)C(=O)NCCC(=O)O)c5cc(Cl)cc(Cl)c5,1933349,>10000
CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4c(c3)c5ccccc5n4C(=O)N)CC2)c6ccccc16,1934130,2000
COCCS(=O)(=O)c1ccc(cc1)c2ccc(CCN3CCC[C@H]3C)cc2,1934520,7400
C[C@@H]1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)CCO,1934521,7700
COCCCS(=O)(=O)c1ccc(cc1)c2ccc(CCN3CCC[C@H]3C)cc2,1934523,11000
C[C@@H]1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)CCCO,1934524,>30000
C[C@@H]1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)CC4CCOCC4,1934525,3100
CC(=O)Nc1cccc(c1)C2CCN(CCCN3N=C(c4ccc(F)c(F)c4)c5ccccc5C3=O)CC2,1934835,16000
C[C@@H]1CCCN1CCCOc2ccc(cc2)C3=NNC(=O)CC3,1935100,>10000
C[C@@H]1CCCN1CCCOc2ccc(cc2)C3=NNC(=O)C(C)(C)C3,1935114,20000
O=S1(=O)CCC(CC1)Oc2ccc3OC4(CCN(CC4)C5CCC5)CCc3c2,1935425,7000
O=S1(=O)CCC(COc2ccc3OC4(CCN(CC4)C5CCC5)CCc3c2)CC1,1935426,>30000
CN(C)C(=O)CN1CCCC(C1)c2nc3ccccc3n2CCOc4ccccc4,1935439,450
Cc1ccc(Cn2c(nc3ccccc23)[C@H]4CNCCO4)cc1,1935441,2300
Fc1ccc(Cn2c(nc3ccccc23)[C@H]4CNCCO4)cc1,1935442,3400
Cc1ccc(Cn2c(nc3ccccc23)C4CNCCO4)cc1C,1935443,2100
Cc1ccc(Cn2c(nc3ccccc23)C4CNCCS4)cc1,1935444,930
Fc1ccc(Cn2c(nc3ccccc23)[C@H]4CNCCS4)cc1,1935446,900
COc1ccc(Cn2c(nc3ccccc23)[C@H]4CNCCS4)cc1,1935447,1500
Fc1cccc(c1)S(=O)(=O)c2ccc3c4CCNCc4oc3c2,1935590,1000
CC1(C)NCCc2c1oc3cc(ccc23)S(=O)(=O)c4cccc(F)c4,1935594,1000
CC1(NCCc2c1oc3cc(ccc23)S(=O)(=O)c4cccc(F)c4)C(F)(F)F,1935596,>30000
CC1(NCCc2c1oc3cc(ccc23)S(=O)(=O)c4cccc(F)c4)C(F)F,1935597,>30000
Fc1cccc(c1)S(=O)(=O)c2ccc3c4CCNC5(CCOCC5)c4oc3c2,1935599,>30000
Fc1cccc(c1)S(=O)(=O)c2ccc3c4CCNC5(CCCOC5)c4oc3c2,1935601,9600
CCN(C)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cscn3)CC2)c4cccnc4,1938410,15000
ONC(=O)\C=C\c1ccc2OC3(CCN(Cc4ccccc4)CC3)CC(=O)c2c1,1938433,3810
COc1ccncc1C(=O)NC(=O)Nc2ccc(c3ccccc3)c(c2)C(F)(F)F,1938952,>10000
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cccnc3)CC2)c4cccc(NC(=O)OC)c4,1939735,11000
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cncs3)CC2)c4cccc(NC(=O)OC)c4,1939736,14000
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4,1939737,11000
CN(CCO)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4,1939738,15000
Fc1ccc(CN2CCN(CC2)[C@H](c3ccc(cc3)C(=O)N4CCC4)c5cccc(NC(=O)C6CC6)c5)cc1,1939739,3600
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccccn3)CC2)c4cccc(NC(=O)C5CC5)c4,1939740,20000
CCN(C)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cccnc3)CC2)c4cccc(NC(=O)C5CCC5)c4,1939741,28000
CCN(C)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3nc(C)cs3)CC2)c4cccc(NC(=O)C5CC5)c4,1939742,18000
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(CCOC)CC2)c3cccc(NC(=O)C4CC4)c3,1939743,>30000
CCN(C)C(=O)c1ccc(cc1)[C@@H](N2CCN(CCCOC)CC2)c3cccc(NC(=O)C4CC4)c3,1939744,13000
CCOC(=O)Nc1ccccc1[C@H](N2CCN(Cc3cscn3)CC2)c4ccc(cc4)C(=O)N(CC)CC,1939745,8700
CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3cscn3)CC2)c4ccc(cc4)C(=O)N(CC)CC,1939746,5400
CCOC(=O)Nc1ccc(cc1)[C@H](N2CCN(Cc3cscn3)CC2)c4ccc(cc4)C(=O)N(CC)CC,1939747,7300
CCOC(=O)Nc1ccccc1[C@H](N2CCN(Cc3ccccn3)CC2)c4ccc(cc4)C(=O)N(CC)CC,1939748,9900
CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3nc[nH]c3C)CC2)c4ccc(cc4)C(=O)N(C)CC,1939749,>33000
CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3c[nH]c(C)n3)CC2)c4ccc(cc4)C(=O)N(C)CC,1939750,>33000
CCN(C)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cscn3)CC2)c4cccc(NC(=O)OC)c4,1939751,17000
CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3cccnc3)CC2)c4ccc(cc4)C(=O)N5CCC5,1939752,11000
CCN(C)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccccn3)CC2)c4cccnc4,1939753,13000
CCN(C)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccccn3)CC2)c4ccccn4,1939754,>33000
CN1CCC(CC1)NC(=O)c2ccc(Oc3ccc(cc3)C#C[C@]4(O)CN5CCC4CC5)cc2,1940308,>100000
O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NC5CCCS(=O)(=O)C5)cc3,1940315,>100000
[Br-].C[N+](C)(CCCCNC(=O)Cc1ccc(OCc2ccccc2)cc1)CCNC(=O)c3nc(Cl)c(N)nc3N,1945199,330
Cc1cc2ncn(Cc3ccc(Cl)cc3)c2cc1C,1945694,7000
CN1C(=O)C(=Cc2nnc(c3c(F)cccc3Cl)n12)c4cc(cc(F)c4C)C(=O)NC5CC5,1945721,>30000
CCN1C(=O)C(=Cc2nnc(c3c(F)cccc3Cl)n12)c4cc(ccc4C)C(=O)NC5CC5,1945723,>30000
CCN1C(=O)C(=Cc2nnc(c3c(F)cccc3Cl)n12)c4cc(cc(F)c4C)C(=O)NC5CC5,1945726,>30000
[O-][N+](=O)c1cn2C[C@@H](COc2n1)OC(=O)N3CCN(CC3)c4ccc(OC(F)(F)F)cc4,1945829,>30000
O=C1NN=CC(=C1)c2ccc(OC3CCN(CC3)C4CCC4)cc2,1945844,2000
CC1=NNC(=O)C=C1c2ccc(OC3CCN(CC3)C4CCC4)cc2,1945845,7000
CC1=NN(C(=O)C=C1c2ccc(OC3CCN(CC3)C4CCC4)cc2)c5ccccn5,1945848,>30000
CC1=NN(C(=O)C=C1c2ccc(OC3CCN(CC3)C4CCC4)cc2)c5cccc(C)n5,1945849,>30000
CC1=NN(C(=O)C=C1c2ccc(OC3CCN(CC3)C4CCC4)cc2)c5ncccc5C,1945850,>30000
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccc(F)c4,1946015,1000
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccn4,1946016,3900
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccnc4,1946017,1300
CCN(C)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccc4NC(=O)C,1946019,12000
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C)c4,1946020,3000
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccc(NC(=O)C)cc4,1946021,1300
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccc4NC(=O)OC,1946022,4700
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)OC)c4,1946023,1100
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccc(NC(=O)OC)cc4,1946024,900
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccccn3,1946619,33000
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3cscn3)CC2)c4ccccn4,1946620,16000
CN(C)C(=O)c1ccc(cc1)C(=C2CCN(Cc3cscn3)CC2)c4ccccn4,1946621,18000
Cc1cc(ccn1)C#Cc2cn(c(C)n2)c3ccc(F)cc3,1946770,>10000
CN1C(=O)N(Cc2c(cnc3ccccc23)C#N)C(=O)c4c1c(C#N)c(N5CCCNCC5)n4CC=C(C)C,1949693,900
Cl.COc1cc(OC(C)C)cc(c1)S(=O)(=O)c2ccc3[C@@H]4CCNC[C@@H]4Oc3c2,1949930,3300
CCCS(=O)(=O)n1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCOCC5,1950346,2000
CCS(=O)(=O)n1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCOCC5,1950351,3100
COc1cc(\C=C\2/CCCN3C2=NOC3(C)c4ccc(F)cc4)ccc1n5cnc(C)c5,1950433,740
COc1cc(\C=C\2/CCCN3C2=NO[C@]3(CO)c4ccc(F)cc4)ccc1n5cnc(C)c5,1950434,3300
CCCS(=O)(=O)n1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCOC5,1950487,13000
CCS(=O)(=O)n1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCOC5,1950488,25000
CC1CCN(CC1)C(=O)c2ccc3c(c2)c4CN(CCc4n3C)C5CCOCC5,1950489,2600
Cn1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCCCC4)C5CCOCC5,1950490,18000
COc1cc(\C=C\2/CCCN3[C@H](CON=C23)c4cc(F)c(F)c(F)c4)ccc1n5cnc(C)c5,1950535,1000
O=C1NN=C(C=C1)c2ccc(OC3CCN(CC3)C4CCC4)cc2,1950643,8000
O=C1NN=C(C=C1)c2ccc(OC3CCN(CC3)C4CCC4)nc2,1950736,9000
CC1(C)CC(=NNC1=O)c2ccc(OC3CCN(CC3)C4CCC4)cc2,1950743,21000
C[C@H]1CC(=O)NN=C1c2ccc(OC3CCN(CC3)C4CCC4)cc2,1950747,27000
COc1c(Nc2ccc(nc2C)S(=O)(=O)C)ncnc1OC3CCN(CC3)C(=O)OC(C)C,1951032,13000
Nc1nccc(n1)c2c(ncn2C3CCCCC3)c4ccc(F)cc4,1951415,27000
CC#CCn1c(N2CCCNCC2)c(C#N)c3N(C)C(=O)N(Cc4ncc5ccccc5c4C#N)C(=O)c13,1951416,12000
CC(=CCn1c(N2CCC[C@H](N)C2)c(C#N)c3N=CN(Cc4ccnc5ccccc45)C(=O)c13)C,1951431,4200
CCCOc1sc(C(=O)N2CCC(CC2)c3cccc(CN)c3)c(C)c1Br,1951453,1000
COc1cccc(c1)C(=O)CN2C(=O)N(C)c3c(C#N)c(N4CCC[C@H](N)C4)n(Cc5ccccc5)c3C2=O,1951595,100
CN1C(=O)N(Cc2nccc3ccccc23)C(=O)c4c1c(C#N)c(N5CCC[C@H](N)C5)n4Cc6ccccc6,1951596,2800
CN1C(=O)N(C)c2c(C#N)c(N3CCC[C@H](N)C3)n(Cc4ccccc4)c2C1=O,1951597,4300
COc1cccc(c1)C(=O)CN2C(=O)N(C)c3c(C#N)c(N4CCC[C@H](N)C4)n(CC=C(C)C)c3C2=O,1951598,1600
CN1C(=O)N(Cc2nccc3ccccc23)C(=O)c4c1c(C#N)c(N5CCC[C@H](N)C5)n4CC=C(C)C,1951599,9000
CN1C(=O)N(Cc2nc(C)c3ccccc3n2)C(=O)c4c1c(C#N)c(N5CCC[C@H](N)C5)n4CC=C(C)C,1951600,6700
CN1C(=O)N(Cc2cnc3ccccc3n2)C(=O)c4c1c(C#N)c(N5CCC[C@H](N)C5)n4CC=C(C)C,1951601,5000
CN1C(=O)N(Cc2ncccc2C#N)C(=O)c3c1c(C#N)c(N4CCC[C@H](N)C4)n3CC=C(C)C,1951602,16900
COc1cccc(c1)C(=O)CN2C(=O)N(C)c3c(C#N)c(N4CCC[C@H](N)C4)n(CC#CC)c3C2=O,1951603,1300
CC#CCn1c(N2CCC[C@H](N)C2)c(C#N)c3N(C)C(=O)N(Cc4nccc5ccccc45)C(=O)c13,1951604,28200
CC#CCn1c(N2CCC[C@@H](N)C2)c(C#N)c3N(C)C(=O)N(Cc4nc(C)c5ccccc5n4)C(=O)c13,1951605,21700
CC#CCn1c(N2CCC[C@H](N)C2)c(C#N)c3N(C)C(=O)N(Cc4nc(C)c5ccccc5n4)C(=O)c13,1951606,>30000
COc1cccc(c1)C(=O)CN2C(=O)N(C)c3c(C#N)c(N4CCCNCC4)n(CC=C(C)C)c3C2=O,1951607,1100
CN1C(=O)N(Cc2nccc3ccccc23)C(=O)c4c1c(C#N)c(N5CCCNCC5)n4CC=C(C)C,1951608,1900
CN1C(=O)N(Cc2nc(C)c3ccccc3n2)C(=O)c4c1c(C#N)c(N5CCCNCC5)n4CC=C(C)C,1951609,2000
CN1C(=O)N(Cc2cn3ccccc3n2)C(=O)c4c1c(C#N)c(N5CCCNCC5)n4CC=C(C)C,1951610,1800
CN1C(=O)N(Cc2ncc3ccccc3c2C#N)C(=O)c4c1c(C#N)c(N5CCCNCC5)n4CC=C(C)C,1951611,1800
CC#CCn1c(N2CCCNCC2)c(C#N)c3N(C)C(=O)N(Cc4nccc5ccccc45)C(=O)c13,1951612,3400
CC#CCn1c(N2CCCNCC2)c(C#N)c3N(C)C(=O)N(Cc4nc(C)c5ccccc5n4)C(=O)c13,1951613,12000
CC#CCn1c(N2CCCNCC2)c(C#N)c3N(C)C(=O)N(Cc4c(cnc5ccccc45)C#N)C(=O)c13,1951614,4400
Cc1ccc(cc1)[C@@]2(O)CC[C@H](CC2)N3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,1951766,13200
COc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F.CS(=O)(=O)O,1951778,84000
CCN(C1CCN(CCC(N2CCN(CC2)c3ccccc3)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,1951893,13000
CCN(C1CCN(CCC(N2CCN(CC2)c3cccc(F)c3)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,1951894,3200
CCN(C1CCN(CCC(N2CCN(CC2)S(=O)(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1951896,25000
CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1951898,3200
CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)CC(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1951899,5800
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1951906,25000
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1951908,1200
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(OC)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1951911,32000
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1951912,35000
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1951914,11000
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(F)cc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1951915,14000
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(C)cc(C)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1951916,4000
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1951917,7900
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(c3)C(F)(F)F)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1951918,7900
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(Cl)cc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1952100,6500
FC(F)(F)Oc1cccc(c1)n2nnc3ccc(NCC4CCNCC4)nc23,1952113,10000
CN1CCC(CNc2ccc3ncc(c4cccc(OC(F)(F)F)c4)n3n2)CC1.OS(=O)(=O)O,1952141,3162.28
COc1cc(NCC2CCNCC2)nc3c1nnn3c4cccc(OC(F)(F)F)c4,1952142,3162.28
COc1cc(NCC2CCNCC2)nc3c1nnn3c4cccc(c4)N(C)C,1952143,31622.78
FC(F)(F)Oc1cccc(c1)n2nnc3cc(Cl)c(NCC4CCNCC4)nc23,1952144,398.11
CN1CCC(CNc2ccc3ncc(c4cccc(OC(F)(F)F)c4)n3n2)CC1,1952329,980
CN[C@@H]1CC[C@@H](CC1)N2CCc3ccc(NC(=N)c4cccs4)cc23,1956107,13000
CN1CCC[C@H]1CCN2CCCc3cc(NC(=N)c4cccs4)ccc23,1956112,4700
CC(Oc1ccccc1CC2CC2)C3=NCCN3,1956195,8900
CC(C)N1CCC[C@H](CN2C(=Nc3ccc(Oc4ccc(F)cc4)nc3C2=O)C)C1,1956988,3200
CC(C)N1CCC[C@H](CN2C(=Nc3ncc(Oc4ccc(F)cc4)cc3C2=O)C)C1,1956989,3090.3
CC(C)N1CCC[C@H](CN2C(=Nc3ncc(Oc4ccc(Br)cc4F)cc3C2=O)C)C1,1956990,1299.87
CC(C)N1CCC[C@H](CN2C(=Nc3ccc(Oc4ccc(Cl)cc4F)nc3C2=O)C)C1,1956991,1288.25
CC(C)N1CCC[C@H](CN2C(=Nc3ccc(Oc4ccc5OCOc5c4)nc3C2=O)C)C1,1956992,13598.78
COc1ccc2cccc(Oc3ccc4N=C(C)N(C[C@H]5CCCN(C5)C(C)C)C(=O)c4n3)c2n1,1956995,13489.63
CC(C)N1CCC[C@H](CN2C(=Nc3ccc(Oc4ccc(F)c5cccnc45)nc3C2=O)C)C1,1956996,129.99
CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4ccc(F)cc4)cc3C2=O)C)C1,1956998,1288.25
CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4ccc(Cl)cc4F)cc3C2=O)C)C1,1956999,128.82
CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4ccc5ncsc5c4)cc3C2=O)C)C1,1957001,2398.83
CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4ccc(F)c5cccnc45)cc3C2=O)C)C1,1957002,9400
CC(C)N1CCC[C@H](CN2C(=Nc3ncc(Oc4ccc(F)cc4)nc3C2=O)C)C1,1957004,16100
CC(C)N1CCC[C@H](CN2C(=Nc3ncc(Oc4ccc(Cl)cc4F)nc3C2=O)C)C1,1957005,33113.11
CC(C)N1CCC[C@H](CN2C(=Nc3ncc(Oc4ccc(F)c5cccnc45)nc3C2=O)C)C1,1957008,33113.11
CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4cccc5cccnc45)cc3C2=O)C)C1,1957012,25100
Fc1ccccc1c2nc3ccn(Cc4ccc(nn4)c5ccc(cc5C(F)(F)F)C(F)(F)F)cc3n2,1957287,794.33
CS(=O)(=O)N1CCN(Cc2cn3cc(nc(N4CCOCC4)c3n2)c5cccc6[nH]ncc56)CC1,1957497,100000
CC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@H]3c4ccc(F)c(F)c4)c(Cl)c2,1957676,1100
CC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@H]3c4cccnc4)c(Cl)c2,1957677,4800
CC[C@@]1([C@@H]2CN(CC3Cc4ccccc4C3)C[C@H]12)c5cccc(NS(=O)(=O)C)c5,1957718,326
CC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@]34OCc5cc(F)c(F)cc45)c(C)c2,1957788,5100
COCC(F)(F)COCc1ccc(cc1)[C@@]2(O)CCNC[C@@H]2c3ccc(cc3C)c4ccccc4CCNC(=O)C,1957789,9800
CN1C=CC(=CC1=O)[C@H]2CCNC[C@@H]2c3ccc(cc3Cl)c4ccccc4CCNC(=O)C,1957790,5800
CCC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c(Cl)c2,1957791,2800
COC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c(Cl)c2,1957792,10300
CCOC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c(Cl)c2,1957793,3200
CC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c(C)c2,1957795,4200
